Határozott	határozott	ADJ	Case=Nom|Degree=Pos|Number=Sing	
mellékelt	mellékelt	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPast	
helyszínrajz	helyszínrajz	NOUN	Case=Nom|Number=Sing	
szerint	szerint	ADP	_	
.	.	PUNCT	_	

Főporta	főporta	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Biztonsági	Biztonsági	PROPN	Case=Nom|Number=Sing	
vezető	vezető	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
;	;	PUNCT	_	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
2	2	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
járőr	járőr	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Főportás	főportás	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
járőr	járőr	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Nővér	nővér	NOUN	Case=Nom|Number=Sing	
szálló	szálló	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Központi	Központi	PROPN	Case=Nom|Number=Sing	
épület	épület	NOUN	Case=Nom|Number=Sing	
Információs	információs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
pult	pult	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
Gazdasági	gazdasági	ADJ	Case=Nom|Degree=Pos|Number=Sing	
porta	porta	NOUN	Case=Nom|Number=Sing	
(	(	PUNCT	_	
gépkocsi	gépkocsi	NOUN	Case=Nom|Number=Sing	
bejáró	bejáró	NOUN	Case=Nom|Number=Sing	
)	)	PUNCT	_	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Tűzporta	tűzporta	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Jahn	jahn	NOUN	Case=Nom|Number=Sing	
Ferenc	Ferenc	PROPN	Case=Nom|Number=Sing	
Dél-pesti	Dél-pesti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Kórház	Kórház	PROPN	Case=Nom|Number=Sing	
Weiss	weiss	NOUN	Case=Nom|Number=Sing	
Manfred	manfred	NOUN	Case=Nom|Number=Sing	
Csepeli	Csepeli	PROPN	Case=Nom|Number=Sing	
Kórház	Kórház	PROPN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

:	:	PUNCT	_	
Porta	porta	NOUN	Case=Nom|Number=Sing	
szolgálat	szolgálat	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
3	3	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
járőr	járőr	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Jahn	jahn	NOUN	Case=Nom|Number=Sing	
Ferenc	Ferenc	PROPN	Case=Nom|Number=Sing	
Dél-pesti	Dél-pesti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Kórház	Kórház	PROPN	Case=Nom|Number=Sing	
Ady	Ady	PROPN	Case=Nom|Number=Sing	
Endre	Endre	PROPN	Case=Nom|Number=Sing	
utcai	utcai	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Rendelő	rendelő	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

Porta	porta	NOUN	Case=Nom|Number=Sing	
szolgálat	szolgálat	NOUN	Case=Nom|Number=Sing	
:	:	PUNCT	_	
heti	heti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
nap	nap	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
órás	órás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szolgálatban	szolgálat	NOUN	Case=Ine|Number=Sing	
1	1	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
portás	portás	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
2	2	NUM	Case=Nom|NumType=Card|Number=Sing	
fő	fő	ADJ	Case=Nom|Degree=Pos|Number=Sing	
járőr	járőr	NOUN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

