Keretszerződés	keretszerződés	NOUN	Case=Nom|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
Carto3	Carto3	PROPN	Case=Nom|Number=Sing	
rendszerhez	rendszer	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
9	9	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Véna	véna	NOUN	Case=Nom|Number=Sing	
pulmonáris	pulmonáris	ADJ	Case=Nom|Degree=Pos|Number=Sing	
mapping	mapping	NOUN	Case=Nom|Number=Sing	
diagnosztikus	diagnosztikus	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Carto	Carto	PROPN	Case=Nom|Number=Sing	
3	3	NUM	Case=Nom|NumType=Card|Number=Sing	
kompatibilis	kompatibilis	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
mágneses	mágneses	ADJ	Case=Nom|Degree=Pos|Number=Sing	
senzorral+összekötő	senzorral+összekötő	NOUN	Case=Nom|Number=Sing	
kábel	kábel	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
10	10	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Sheatek	shea	NOUN	Case=Nom|Number=Sing|Number[psor]=Plur|Person[psor]=2	
dróttal	drót	NOUN	Case=Ins|Number=Sing	
,	,	PUNCT	_	
seldingertűvel	seldingertű	ADJ	Case=Ins|Degree=Pos|Number=Sing	
5	5	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
6	6	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
7	7	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
8	8	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
9	9	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
10	10	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
11	11	NUM	Case=Nom|NumType=Card|Number=Sing	
Fr	Fr	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
11	11	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Transzeptális	Transzeptális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Brockenbrough	brockenbrough	NOUN	Case=Nom|Number=Sing	
tű	tű	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
felnőtt	felnőtt	NOUN	Case=Nom|Number=Sing	
71	71	NUM	Case=Nom|NumType=Card|Number=Sing	
és	és	CONJ	_	
89	89	NUM	Case=Nom|NumType=Card|Number=Sing	
cm	cm	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
12	12	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
8.5	8.5	PROPN	Case=Nom|Number=Sing	
Fr	Fr	PROPN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
hosszú	hosszú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
sheath	sheath	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
multipurpose	multipurpos	NOUN	Case=Nom|Number=Sing|Number[psor]=Sing|Person[psor]=3	
görbe	görbe	ADJ	Case=Nom|Degree=Pos|Number=Sing	
a	a	DET	Definite=Def|PronType=Art	
pitvarfibrilláció	pitvarfibrilláció	NOUN	Case=Nom|Number=Sing	
ablációjához	abláció	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
;	;	PUNCT	_	
13	13	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
8.	8.	ADJ	Case=Nom|NumType=Ord|Number=Sing	

5Fr	5Fr	NUM	Case=Nom|NumType=Card|Number=Sing	
,	,	PUNCT	_	
hosszú	hosszú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
sheath	sheath	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
multipurpose	multipurpos	NOUN	Case=Nom|Number=Sing|Number[psor]=Sing|Person[psor]=3	
görbe	görbe	ADJ	Case=Nom|Degree=Pos|Number=Sing	
a	a	DET	Definite=Def|PronType=Art	
bal	bal	ADJ	Case=Nom|Degree=Pos|Number=Sing	
oldali	oldali	ADJ	Case=Nom|Degree=Pos|Number=Sing	
Kent	ken	VERB	Definite=Ind|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act	
köteg	köteg	NOUN	Case=Nom|Number=Sing	
ablációjához	abláció	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
;	;	PUNCT	_	
14	14	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
10	10	NUM	Case=Nom|NumType=Card|Number=Sing	
Fr	Fr	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
belső	belső	ADJ	Case=Nom|Degree=Pos|Number=Sing	
átmérőjű	átmérőjű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
hosszú	hosszú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
sheath	sheath	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
multipurpose	multipurpos	NOUN	Case=Nom|Number=Sing|Number[psor]=Sing|Person[psor]=3	
görbe	görbe	ADJ	Case=Nom|Degree=Pos|Number=Sing	
a	a	DET	Definite=Def|PronType=Art	
PVAC	PVAC	PROPN	Case=Nom|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéterhez	katéter	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
15	15	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Állítható	állítható	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
,	,	PUNCT	_	
mozgatható	mozgatható	ADJ	Case=Nom|Degree=Pos|Number=Sing	
görbületű	görbületű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
hosszú	hosszú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
sheath	sheath	NOUN	Case=Nom|Number=Sing	
pitvarfibrilláció	pitvarfibrilláció	NOUN	Case=Nom|Number=Sing	
transzseptális	transzseptális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablációjához	abláció	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
;	;	PUNCT	_	
16	16	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Állítható	állítható	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
,	,	PUNCT	_	
mozgatható	mozgatható	NOUN	Case=Nom|Number=Sing	
kétirányú	kétirányú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
görbületű	görbületű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
hosszú	hosszú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
sheath	sheath	NOUN	Case=Nom|Number=Sing	
pitvarfibrilláció	pitvarfibrilláció	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
kamrai	kamrai	ADJ	Case=Nom|Degree=Pos|Number=Sing	
tachikardia	tachikardia	NOUN	Case=Nom|Number=Sing	
transzseptális	transzseptális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablációjához	abláció	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
;	;	PUNCT	_	
17	17	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Ablációs	Ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
I.	1.	ADJ	Case=Nom|NumType=Ord|Number=Sing	
;	;	PUNCT	_	
18	18	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Ablációs	Ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
/	/	PUNCT	_	
II	II	PROPN	Case=Nom|Number=Sing	
.	.	PUNCT	_	

;	;	PUNCT	_	
19	19	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Ablációs	Ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
pitvari	pitvari	ADJ	Case=Nom|Degree=Pos|Number=Sing	
lebegés	lebegés	NOUN	Case=Nom|Number=Sing	
kezeléséhez	kezelés	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábel	kábel	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
20	20	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Ablációs	Ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
pitvari	pitvari	ADJ	Case=Nom|Degree=Pos|Number=Sing	
lebegés	lebegés	NOUN	Case=Nom|Number=Sing	
kezeléséhez	kezelés	NOUN	Case=All|Number=Sing|Number[psor]=Sing|Person[psor]=3	
szöveti	szöveti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
kontaktus	kontaktus	NOUN	Case=Nom|Number=Sing	
méréssel	mérés	NOUN	Case=Ins|Number=Sing	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábel	kábel	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
21	21	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Kétirányú	kétirányú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
hajlítható	hajlítható	NOUN	Case=Nom|Number=Sing	
thermocool	thermocool	VERB	Definite=Ind|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
pitvarfibrilláció	pitvarfibrilláció	NOUN	Case=Nom|Number=Sing	
kezelésére	kezelés	NOUN	Case=Sub|Number=Sing|Number[psor]=Sing|Person[psor]=3	
;	;	PUNCT	_	
22	22	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Elektromos	elektromos	ADJ	Case=Nom|Degree=Pos|Number=Sing	
térképező	térképező	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
külső	külső	ADJ	Case=Nom|Degree=Pos|Number=Sing	
referencia	referencia	NOUN	Case=Nom|Number=Sing	
elektróda	elektróda	NOUN	Case=Nom|Number=Sing	
szett	szett	NOUN	Case=Nom|Number=Sing	
Ensite	Ensite	PROPN	Case=Nom|Number=Sing	
típusú	típusú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
térképező	térképező	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
rendszerhez	rendszer	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
23	23	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Lasso	lasso	NOUN	Case=Nom|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
pitvari	pitvari	ADJ	Case=Nom|Degree=Pos|Number=Sing	
fibrillációhoz	fibrilláció	NOUN	Case=All|Number=Sing	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábel	kábel	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
24	24	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
CARTO	CARTO	PROPN	Case=Nom|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
D	D	NOUN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
F	f	INTJ	_	
görbülettel	görbület	NOUN	Case=Ins|Number=Sing	
hajlítható	hajlítható	ADJ	Case=Nom|Degree=Pos|Number=Sing	
mozgatható	mozgatható	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
elektroanatómiai	elektroanatómiai	ADJ	Case=Nom|Degree=Pos|Number=Sing	
térképezéshez	térképezés	NOUN	Case=All|Number=Sing	
max	max	ADV	_	
7.5	7.5	PROPN	Case=Nom|Number=Sing	
F	f	INTJ	_	
,	,	PUNCT	_	
distalis	distalis	ADJ	Case=Nom|Degree=Pos|Number=Sing	
elektród	elektród	NOUN	Case=Nom|Number=Sing	
4	4	NUM	Case=Nom|NumType=Card|Number=Sing	
mm	mm	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
25	25	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Thermocool	Thermocool	PROPN	Case=Nom|Number=Sing	
és	és	CONJ	_	
„	„	PUNCT	_	
Contact	Contact	PROPN	Case=Nom|Number=Sing	
Force	Force	PROPN	Case=Nom|Number=Sing	
(	(	PUNCT	_	
erőmérő	erőmérő	NOUN	Case=Nom|Number=Sing	
)	)	PUNCT	_	
"	"	PUNCT	_	
alapú	alapú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
CARTO3	CARTO3	PROPN	Case=Nom|Number=Sing	
rendszerhez	rendszer	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
26	26	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
CARTO	CARTO	PROPN	Case=Nom|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
UH	uh	INTJ	_	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
27	27	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
NMARQ	NMARQ	PROPN	Case=Nom|Number=Sing	
multi	multi	NOUN	Case=Nom|Number=Sing	
elktrod	elktr	NOUN	Case=Nom|Number=Sing|Number[psor]=Sing|Person[psor]=2	
mapping	mapping	NOUN	Case=Nom|Number=Sing	
és	és	CONJ	_	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéter	katéter	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
28	28	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Szívsebészeti	szívsebészeti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
intraoperatív	intraoperatív	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
epicardiális	epicardiális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
nagykörös	nagykörös	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
lesiót	lesió	NOUN	Case=Acc|Number=Sing	
eredményező	eredményező	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
,	,	PUNCT	_	
fókuszált	fókuszált	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPast	
8-14	8-14	NUM	Case=Nom|NumType=Card|Number=Sing	
cellás	cellás	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
6	6	NUM	Case=Nom|NumType=Card|Number=Sing	
mm-es	mm	NOUN	Case=Nom|Number=Sing	
cellamagasságú	cellamagasságú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ultrahanggal	ultrahang	NOUN	Case=Ins|Number=Sing	
működő	működő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
hűtött	hűtött	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPast	
végű	végű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
eszköz	eszköz	NOUN	Case=Nom|Number=Sing	
irrigációs	irrigációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
pumpaszerelékkel	pumpaszerelék	NOUN	Case=Ins|Number=Sing	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábellel	kábel	NOUN	Case=Ins|Number=Sing	
St.	St.	PROPN	Case=Nom|Number=Sing	
Jude	jude	NOUN	Case=Nom|Number=Sing	
Medical	medical	NOUN	Case=Nom|Number=Sing	
Epicor	Epicor	PROPN	Case=Nom|Number=Sing	
típusú	típusú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablátorhoz	ablátor	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
29	29	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Hűtött	hűtött	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPast	
fejű	fejű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szívsebészeti	szívsebészeti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
intraoperatív	intraoperatív	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
endocardiális	endocardiális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
eszköz	eszköz	NOUN	Case=Nom|Number=Sing	
irrigációs	irrigációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
pumpaszerelékkel	pumpaszerelék	NOUN	Case=Ins|Number=Sing	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábellel	kábel	NOUN	Case=Ins|Number=Sing	
Medrotonic	Medrotonic	PROPN	Case=Nom|Number=Sing	
Cardioblate	Cardioblate	PROPN	Case=Nom|Number=Sing	
típusú	típusú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablátorhoz	ablátor	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
30	30	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Hűtött	hűtött	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPast	
fejű	fejű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
szívsebészeti	szívsebészeti	ADJ	Case=Nom|Degree=Pos|Number=Sing	
intraoperatív	intraoperatív	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
epicardiális	epicardiális	ADJ	Case=Nom|Degree=Pos|Number=Sing	
,	,	PUNCT	_	
ablációs	ablációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
eszköz	eszköz	NOUN	Case=Nom|Number=Sing	
irrigációs	irrigációs	ADJ	Case=Nom|Degree=Pos|Number=Sing	
pumpaszerelékkel	pumpaszerelék	NOUN	Case=Ins|Number=Sing	
és	és	CONJ	_	
összekötő	összekötő	ADJ	Case=Nom|Degree=Pos|Number=Sing|VerbForm=PartPres	
kábellel	kábel	NOUN	Case=Ins|Number=Sing	
Medrotonic	Medrotonic	PROPN	Case=Nom|Number=Sing	
Cardioblate	Cardioblate	PROPN	Case=Nom|Number=Sing	
típusú	típusú	ADJ	Case=Nom|Degree=Pos|Number=Sing	
vagy	vagy	CONJ	_	
azzal	az	PRON	Case=Ins|Number=Sing|Person=3|PronType=Dem	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
ablátorhoz	ablátor	NOUN	Case=All|Number=Sing	
;	;	PUNCT	_	
31	31	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Carto	Carto	PROPN	Case=Nom|Number=Sing	
3	3	PROPN	Case=Nom|Number=Sing	
,	,	PUNCT	_	
vagy	vagy	CONJ	_	
azall	azall	NOUN	Case=Nom|Number=Sing	
egyenértékű	egyenértékű	ADJ	Case=Nom|Degree=Pos|Number=Sing	
katéterhez	katéter	NOUN	Case=All|Number=Sing	
külső	külső	ADJ	Case=Nom|Degree=Pos|Number=Sing	
elektróda	elektróda	NOUN	Case=Nom|Number=Sing	
referencia	referencia	NOUN	Case=Nom|Number=Sing	
elektróda	elektróda	NOUN	Case=Nom|Number=Sing	
szett	szett	NOUN	Case=Nom|Number=Sing	
;	;	PUNCT	_	
32	32	NUM	Case=Nom|NumType=Card|Number=Sing	
:	:	PUNCT	_	
Pumpaszerelék	pumpaszerelék	NOUN	Case=Nom|Number=Sing	
Thermocool	Thermocool	PROPN	Case=Nom|Number=Sing	
katéterhez	katéter	NOUN	Case=All|Number=Sing	
.	.	PUNCT	_	

